23.5;1000.0;25.8;40.0
23.5;1033.0;25.7;41.3
23.5;1028.0;25.5;42.2
23.5;1055.0;25.4;42.9
23.5;1056.0;25.3;43.6
23.5;1045.0;25.2;44.3
23.5;1046.0;25.2;45.0
23.5;1067.0;25.2;45.6
23.5;1062.0;25.1;46.2
23.5;1077.0;25.0;46.7
23.5;1096.0;24.9;47.1
23.5;1101.0;24.7;47.4
23.5;1114.0;24.7;47.8
23.5;1118.0;24.7;48.2
23.5;1124.0;24.7;48.5
23.5;1134.0;24.7;48.8
23.5;1133.0;24.8;49.1
23.5;1145.0;24.8;49.3
23.5;1144.0;24.5;49.6
23.5;1152.0;24.3;49.9
23.5;1152.0;24.3;50.1
23.5;1160.0;24.4;50.3
23.5;1166.0;24.5;50.5
23.5;1172.0;24.5;50.8
23.5;1173.0;24.3;50.8
23.5;1193.0;24.1;51.0
23.5;1181.0;24.1;51.2
23.5;1201.0;24.2;51.4
23.5;1215.0;24.1;51.6
23.5;1215.0;24.0;51.7
23.5;1217.0;24.1;51.9
23.5;1220.0;24.2;52.0
23.5;1207.0;24.2;52.1
23.5;1210.0;24.1;52.2
23.5;1223.0;24.2;52.4
23.5;1211.0;24.0;52.5
23.5;1224.0;24.0;52.6
23.5;1237.0;23.9;52.7
23.5;1250.0;24.1;52.9
23.5;1263.0;24.0;53.0
23.5;1258.0;24.0;53.1
23.5;1264.0;23.9;53.2
23.5;1265.0;24.0;53.3
23.5;1285.0;24.0;53.4
23.5;1285.0;23.9;53.5
23.5;1305.0;23.9;53.6
23.5;1306.0;24.0;53.7
23.5;1300.0;24.0;53.8
23.5;1295.0;23.9;53.9
23.5;1301.0;23.9;53.9
23.5;1308.0;23.9;54.0
23.5;1320.0;23.9;54.1
23.5;1341.0;23.8;54.2
23.5;1341.0;23.9;54.2
23.5;1348.0;23.8;54.3
23.5;1362.0;23.9;54.4
23.5;1362.0;23.8;54.5
23.5;1363.0;23.8;54.5
23.5;1372.0;23.7;54.6
23.5;1366.0;23.7;54.7
23.5;1382.0;23.8;54.8
23.5;1390.0;23.7;54.8
23.5;1383.0;23.7;54.9
23.5;1384.0;23.7;55.0
23.5;1396.0;23.7;55.0
23.5;1389.0;23.6;55.1
23.5;1394.0;23.7;55.1
23.5;1419.0;23.8;55.2
23.5;1412.0;23.7;55.2
23.5;1444.0;23.7;55.3
23.5;1454.0;23.8;55.4
23.5;1440.0;23.6;55.4
23.5;1450.0;23.7;55.4
23.5;1465.0;23.7;55.4
23.5;1472.0;23.6;55.5
23.5;1495.0;23.6;55.5
23.5;1504.0;23.6;55.5
23.5;1504.0;23.6;55.6
23.5;1499.0;23.6;55.6
23.5;1498.0;23.7;55.7
23.5;1491.0;23.7;55.8
23.5;1483.0;23.6;55.8
23.5;1490.0;23.6;55.8
23.5;1497.0;23.6;55.9
23.5;1497.0;23.6;56.0
23.5;1515.0;23.5;56.0
23.5;1523.0;23.6;56.0
23.5;1533.0;23.6;56.0
23.5;1556.0;23.6;56.1
23.5;1556.0;23.7;56.2
23.5;1578.0;23.6;56.2
23.5;1584.0;23.7;56.2
23.5;1569.0;23.5;56.3
23.5;1575.0;23.6;56.3
23.5;1578.0;23.5;56.3
23.5;1578.0;23.7;56.4
23.5;1597.0;23.6;56.5
23.5;1612.0;23.6;56.5
23.5;1603.0;23.7;56.5
23.5;1626.0;23.6;56.5
23.5;1617.0;23.5;56.6
23.5;1633.0;23.5;56.6
23.5;1624.0;23.5;56.7
23.5;1638.0;23.4;56.7
23.5;1621.0;23.5;56.7
